po_id,po_number,po_date,total_amount,vendor_ref,delivery_terms,payment_term,shipment_mode,warranty_period,delivery_period,contact_person,mobile,created_at,updated_at,item_code,vendor_name,supplier_gstin,buyer_gstin,delivery_location,supplier_pan
1567,PC24-25POAR 502,2025-02-08,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00169,"LARSEN & TOUBRO LIMITED, NAGPUR",27AAACL0140P2ZI,,LOGISTICS PARK. SURVY NO. 99/1. 14TH  MILLSNAGPURMaharashtraIndia,AAACL0140P  
1568,TP24-25/PO 1244,2025-01-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06638,SBL ENERGY LIMITED,27AADCA3124B1ZE,,NAGAPURMaharashtraIndia,AADCA3124B  
1569,AN24-25POAR 727,2025-03-01,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04627,SHIV MINING EQUIPMENTS,24ACRFS6412K1ZQ,,"FORTUNE GOLRY,GF-21,22,NR,VADODARAGujaratIndia",ACRFS6412K  
1570,PC24-25/PO 308,2025-01-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05030,BHARAT MINING STORES,20AABFB8654N1ZD,,"KATRAS ROAD,DHANBAD-826001,JHARKHANDJharkhandIndia",AABFB8654N  
1571,TP24-25POAR 1032,2025-03-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00765,CJN HITECH MOTORS PRIVATE LIMITED.,37AAGCC9788E1Z4,,SURVEY NO.714/2THIRUPATIAndhra PradeshIndia,AAGCC9788E  
1572,AN24-25/PO 772,2025-03-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04229,BUSINESS CENTRE,21BZAPS5927C1ZN,,"GANESH LAXMI MARKET COMPLEX BYPASS ROAD,ANGULOdishaIndia",BZAPS5927C  
1573,CM24-25POAR 1030,2025-03-21,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04549,MILLENNIUM RED DOT PRIVATE LIMITED,29AANCM5395G1ZT,,"B-28, 3RD CROSSMAHADEVAPURA, BANGALORE 560048KarnatakaIndia",AANCM5395G  
1574,TP24-25/PO 1597,2025-03-02,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04394,ARYA BUILDCON,21AABHL9940F1ZF,,"KHETRAJPUR,SAMBALPUROdishaIndia",AABHL9940F  
1575,TP24-25/PO 1543,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1576,PC24-25/PO 304,2025-01-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05030,BHARAT MINING STORES,20AABFB8654N1ZD,,"KATRAS ROAD,DHANBAD-826001,JHARKHANDJharkhandIndia",AABFB8654N  
1577,AN24-25POAR 654,2025-01-30,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03933,TIPPER AND HYDRAULIC SOLUTIONS,36AFOPM2951D1ZE,,"H NO. 2-148/8, 1ST FLOOR, FRONT PORTIONHYDERABADTelanganaIndia",AFOPM2951D  
1578,US24-25POAR 6,2025-01-02,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06853,GULF LUBRICANTS INDIA LTD - TELANGANA,36AACCH0941E1Z0,,"Survey No 53/EE & 54/EE,H.No.7-124/1, Manneguda, Opp Zilla parshid High School, Manneguda, Hyderabad, Rangareddy Telenganna,5051HYDERABADTelanganaIndia",AACCH0941E  
1579,TP24-25POAR 986,2025-02-19,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06485,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,22AAHCI1010J1Z6,,"PLOT NO 13/1, 13/3, 51/1RAIGARHChhattisgarhIndia",AAHCI1010J  
1580,PC24-25/PO 332,2025-01-30,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06105,DRISHTI ENTERPRISES,20ACWPB1303R1ZN,,NULLNULLNULLNULL,ACWPB1303R  
1581,TP24-25POAR 946,2025-02-08,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06485,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED - CHATTISGARH,22AAHCI1010J1Z6,,"PLOT NO 13/1, 13/3, 51/1RAIGARHChhattisgarhIndia",AAHCI1010J  
1582,AN24-25/PO 768,2025-03-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04965,RAGHVENDRA ENTERPRISES-ODISHA,21ASWPS0791G1ZC,,"NEAR DEAR HIGH SCHOOL,ANGULOdishaIndia",ASWPS0791G  
1583,HO24-25/PO 156,2025-01-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00168,"LARSEN & TOUBRO LIMITED, KANCHIPURAM",33AAACL0140P8ZJ,,EMS SERVICE STATION SF NO. 356KANCHIPURAMTamil NaduIndia,AAACL0140P  
1584,TP24-25POAR 1067,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04627,SHIV MINING EQUIPMENTS,24ACRFS6412K1ZQ,,"FORTUNE GOLRY,GF-21,22,NR,VADODARAGujaratIndia",ACRFS6412K  
1585,TP24-25/PO 1232,2025-01-08,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1586,TP24-25POAR 974,2025-02-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00333,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. CHHATTISGAR,22AAACT9077B1ZK,,BALODABAZAR. RAIPURCHHATTISGARHChhattisgarhIndia,AAACT9077B  
1587,AN24-25/PO 705,2025-02-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04229,BUSINESS CENTRE,21BZAPS5927C1ZN,,"GANESH LAXMI MARKET COMPLEX BYPASS ROAD,ANGULOdishaIndia",BZAPS5927C  
1588,AN24-25/PO 606,2025-01-15,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03522,MRF LIMITED-ODISHA,21AAACM4154G1ZZ,,BALAJI BUSINESS CENTERSAMBALPUROdishaIndia,AAACM4154G  
1589,AN24-25POAR 598,2025-01-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00009,AGARWAL EARTHMOVING ENTERPRISES-DELHI,07AALPG2743F1ZW,,111-D. KAMALA NAGARDELHIDelhiIndia,AALPG2743F  
1590,TP24-25POAR 885,2025-01-29,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00080,DOZER WORLD PVT LTD-DELHI,07AADCD2500J1Z2,,NULLNULLNULLNULL,AADCD2500J  
1591,AN24-25/PO 747,2025-03-14,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06393,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,21AAHCI1010J1Z8,,SAMBALPUROdishaIndia,AAHCI1010J  
1592,PC24-25POAR 505,2025-02-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04792,TRICHUR SUNDARAM SANTHANAM & FAMILY PRIVATE LIMITED - TELANGANA,36AAGCT5084N1ZP,,"10-4-92/3, LB Nagar,HyderabadTelanganaIndia",AAGCT5084N  
1593,TP24-25POAR 789,2025-01-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06411,S.S.DIESELS,22ADIPV6203F1ZR,,"PHASE III,HDD 94,KABIR NAGARRAIPURChandigarhIndia",ADIPV6203F  
1594,TP24-25POAR 881,2025-01-27,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06904,BRIGHT ENTERPRISES - ANDHRA PRADESH,37AAUFB3119R1ZP,,"167, STREET No. 700, KAKATHIYA NAGAR,TIRUPATIAndhra PradeshIndia",AAUFB3119R  
1595,CM24-25POAR 894,2025-01-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05089,VALVOLINE CUMMINS PRIVATE LIMITED - JHARKHAND,20AAACW0287A1Z1,,DAMKARADHANBADJharkhandIndia,AAACW0287A  
1596,CM24-25POAR 818,2025-01-02,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00746,FLOW MATICS PVT LTD,29AADCF1488R1ZT,,NULLNULLNULLNULL,AADCF1488R  
1597,TP24-25POAR 1133,2025-03-29,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03510,SEVEN HILLS ENTERPRISES,36DCMPG3065G1ZK,,"1ST FLOOR,H.NO:22-7-126/2/APEDDAPALLITelanganaIndia",DCMPG3065G  
1598,CM24-25POAR 999,2025-02-19,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00286,SONU MOTOR,20BHVPS5558Q1Z9,,Saheed Chowk.Khalari.RanchiKHALARIJharkhandIndia,BHVPS5558Q  
1599,TP24-25/PO 1363,2025-02-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04996,GALAXY AUTO SERVICE CENTER,22AEGPA8535E1ZZ,,NH-78 TALKIES ROADChhattisgarhIndia,AEGPA8535E  
1600,TP24-25POAR 788,2025-01-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06530,DOZCO INDIA PVT LTD - BILASPUR,22AABCD0776E1Z5,,18A & 18C TIFRA INDUSTRIAL AREAChhattisgarhIndia,AABCD0776E  
1601,AN24-25/PO 612,2025-01-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04596,CHANDAN ENGINEERING,21AATPC3854H1ZS,,"NH-55,TURANGA,ANGULANGULOdishaIndia",AATPC3854H  
1602,TP24-25POAR 871,2025-01-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06482,GARG HARDWARE,22ADBPG5772D1Z1,,"NEAR RAM NIWAS TALKIES ROAD,RAIGARHChhattisgarhIndia",ADBPG5772D  
1603,CM24-25POAR 852,2025-01-09,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S05089,VALVOLINE CUMMINS PRIVATE LIMITED - JHARKHAND,20AAACW0287A1Z1,,DAMKARADHANBADJharkhandIndia,AAACW0287A  
1604,PC24-25/PO 370,2025-03-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06104,KOYLANCHAL EQUIPMENT AND ENTERPRISES,20BAXPP7197R1ZF,,"BHULI ROAD,ARA MORE,DHANBADJharkhandIndia",BAXPP7197R  
1605,TP24-25/PO 1268,2025-01-12,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06638,SBL ENERGY LIMITED,27AADCA3124B1ZE,,NAGAPURMaharashtraIndia,AADCA3124B  
1606,AN24-25POAR 588,2025-01-08,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06395,GSPS TRADING CORPORATION,21AGIPS6815R1ZR,,"PLOT NO-493,N.H-5,PHULNAKHARA CUTTACK.CUTTACKOdishaIndia",AGIPS6815R  
1607,TP24-25/PO 1596,2025-02-15,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04394,ARYA BUILDCON,21AABHL9940F1ZF,,"KHETRAJPUR,SAMBALPUROdishaIndia",AABHL9940F  
1608,CM24-25POAR 837,2025-01-06,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06868,GAINWELL COMMOSALES PVT LTD - JHARKHAND,20AAFCG8736M1ZD,,"THANA NO.165,PS RANCHIRANCHIJharkhandIndia",AAFCG8736M  
1609,HN24-25/PO 4,2025-02-06,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00176,M.B ENTERPRISES,36AAEFM6621K1Z5,,4-4-85. MAHANKALI STREETSECUNDERABADTelanganaIndia,AAEFM6621K  
1610,AN24-25POAR 735,2025-03-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03097,INTRAC TYRES PRIVATE LTD,36AAACI7118N1ZB,,7-2-181/AHYDERABADTelanganaIndia,AAACI7118N  
1611,TP24-25/PO 1655,2025-03-27,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06458,JAINX LAPTOP & COMPUTER WORLD (RAIGARH),22AATFJ8181A1ZC,,"GOURI SHANKAR MANDIR AGROHABHAVAN ROAD, RAIGARHRAIGARHChhattisgarhIndia",AATFJ8181A  
1612,TP24-25POAR 1111,2025-03-21,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04549,MILLENNIUM RED DOT PRIVATE LIMITED,29AANCM5395G1ZT,,"B-28, 3RD CROSSMAHADEVAPURA, BANGALORE 560048KarnatakaIndia",AANCM5395G  
1613,CM24-25POAR 959,2025-02-08,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  
1614,AN24-25POAR 600,2025-01-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00080,DOZER WORLD PVT LTD-DELHI,07AADCD2500J1Z2,,NULLNULLNULLNULL,AADCD2500J  
1615,PC24-25/PO 325,2025-02-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04953,SHREE GOYAL ELECTRONICS,20ABSPT5332K1ZC,,"BYE-PASS ROAD,PAKURJharkhandIndia",ABSPT5332K  
1616,PC24-25POAR 475,2025-01-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  
1617,CM24-25POAR 1039,2025-03-06,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06406,PPS MOTORS PVT LTD(BHARAT BENZ)-MADHYA PRADESH,23AAFCP8182N1ZW,,"Sy No 3065, 3062/1/1/2, Naugarh Village. Kachani Post, Naugarh Village, Vindhya Nagar NTPC Township, Singrauli, (M.P.) 486887Madhya PradeshIndia",AAFCP8182N  
1618,CM24-25POAR 983,2025-02-13,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04204,SHIV ENTERPRISES,20CXKPK7528N2Z1,,O1.Lower ChutiaJharkhandIndia,CXKPK7528N  
1619,PC24-25POAR 596,2025-03-24,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06168,PAKUR TYRE WORLD,20AAVFP8848A1Z2,,BANK COLONYPAKURJharkhandIndia,AAVFP8848A  
1620,TP24-25/PO 1247,2025-01-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06400,ASHOKA PRINTING WORKS,22APGPS1869C1ZZ,,RAIGARHRAIGARHChhattisgarhIndia,APGPS1869C  
1621,TP24-25POAR 938,2025-02-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  
1622,TP24-25POAR 925,2025-02-05,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06324,MAHESH INFRA CORP,36AOPPM8130E1ZT,,"GROUND FLOOR, 1-2-274/4,HyderabadTelanganaIndia",AOPPM8130E  
1623,TP24-25/PO 1342,2025-02-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00335,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. NAGPUR,27AAACT9077B1ZA,,C/O. SWETAL LEGESTICS. 16KMASTONENAGPURMaharashtraIndia,AAACT9077B  
1624,PC24-25/PO 323,2025-01-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04938,HIMATSINGKA BROTHERS,20AASPH6107P1ZH,,BHAGALPUR ROADJharkhandIndia,AASPH6107P  
1625,TP24-25/PO 1639,2025-03-20,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S07016,JAI BALAJI TRADERS,22AGBPA1724A1ZN,,MAIN ROADCHANDRAPURChhattisgarhIndia,AGBPA1724A  
1626,TP24-25/PO 1625,2025-03-21,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1627,CM24-25POAR 811,2025-01-02,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04490,LARSEN & TOUBRO LIMITED - KANSBAHAL (ODISHA),21AAACL0140P3ZT,,"KANSBAHAL WORKS CAMPUS, BLOCK NO. 17OdishaIndia",AAACL0140P  
1628,CM24-25POAR 874,2025-01-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00080,DOZER WORLD PVT LTD-DELHI,07AADCD2500J1Z2,,NULLNULLNULLNULL,AADCD2500J  
1629,CM24-25POAR 899,2025-01-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06406,PPS MOTORS PVT LTD(BHARAT BENZ)-MADHYA PRADESH,23AAFCP8182N1ZW,,"Sy No 3065, 3062/1/1/2, Naugarh Village. Kachani Post, Naugarh Village, Vindhya Nagar NTPC Township, Singrauli, (M.P.) 486887Madhya PradeshIndia",AAFCP8182N  
1630,TP24-25/PO 1442,2025-02-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06458,JAINX LAPTOP & COMPUTER WORLD (RAIGARH),22AATFJ8181A1ZC,,"GOURI SHANKAR MANDIR AGROHABHAVAN ROAD, RAIGARHRAIGARHChhattisgarhIndia",AATFJ8181A  
1631,AN24-25/PO 733,2025-03-01,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04174,J.K.TRADERS & CO,21AAYPR6261N1ZW,,HANDIDHUA CHOCKOdishaIndia,AAYPR6261N  
1632,AN24-25POAR 690,2025-02-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03823,CARGO VAHN,21ADOPM7911R1ZY,,PLOT288/320OdishaIndia,ADOPM7911R  
1633,TP24-25/PO 1641,2025-03-22,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S07016,JAI BALAJI TRADERS,22AGBPA1724A1ZN,,MAIN ROADCHANDRAPURChhattisgarhIndia,AGBPA1724A  
1634,CM24-25POAR 904,2025-01-23,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03772,RISHAV AUTOMOBILE-JHARKHAND,20ALQPD7775A1ZB,,"636,GARABASAJharkhandIndia",ALQPD7775A  
1635,TP24-25POAR 948,2025-02-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  
1636,AN24-25POAR 746,2025-03-10,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03098,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,36AABCD9558N1ZZ,,"PESHWARI PLAZAIDA Nacharam, Nacharam, HyderabadTelanganaIndia",AABCD9558N  
1637,AN24-25POAR 567,2025-01-04,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06496,RISHAV AUTOMOBILES - BILASPUR,22ALQPD7775A1Z7,,"INFRONT OF CEAT TYRE,MAIN ROADTRANSPORT NAGAR,SIRGITTI,BILASPUR.BILASPURChhattisgarhIndia",ALQPD7775A  
1638,CM24-25POAR 1065,2025-03-18,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03528,WIRTGEN INDIA PVT. LTD-JH,20AAACW2816R1Z7,,HOUSE NO. O-SFS99JharkhandIndia,AAACW2816R  
1639,HN24-25POAR 12,2025-02-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00133,Z-JAIPUR STEEL TRADERS (OLD),36AAMPA4439M1ZG,,5-4-1/16.Distillery RoadSECUNDERABADTelanganaIndia,AAMPA4439M  
1640,TP24-25/PO 1475,2025-02-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06387,RAMESHWAR NUT BOLTS,22AGWPA7528F1ZE,,KHARSIA ROADRAIGARHChhattisgarhIndia,AGWPA7528F  
1641,TP24-25POAR 967,2025-02-13,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06411,S.S.DIESELS,22ADIPV6203F1ZR,,"PHASE III,HDD 94,KABIR NAGARRAIPURChandigarhIndia",ADIPV6203F  
1642,PC24-25POAR 498,2025-02-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00080,DOZER WORLD PVT LTD-DELHI,07AADCD2500J1Z2,,NULLNULLNULLNULL,AADCD2500J  
1643,CM24-25POAR 868,2025-01-16,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06417,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,20AAHCI1010J1ZA,,"PLOT NO.605, KHATA NO.51, K G ASHRAM POST OFFICE, MOUZA-JIYALGORA, P.S. GOVINDPURJharkhandIndia",AAHCI1010J  
1644,CM24-25/PO 101,2025-02-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03832,SANGINI ENTERPRISES,20BDKPS6342F1ZN,,"Okni 2, Shivpuri, C/o Kala KunjJharkhandIndia",BDKPS6342F  
1645,TP24-25/PO 1606,2025-03-17,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1646,AN24-25POAR 757,2025-03-11,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04513,DOZER WORLD PRIVATE LIMITED - ODISHA,21AADCD2500J1ZC,,"APARAJITA APT.,FLAT  # 303, PL.#42,OdishaIndia",AADCD2500J  
1647,TP24-25/PO 1572,2025-03-20,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04996,GALAXY AUTO SERVICE CENTER,22AEGPA8535E1ZZ,,NH-78 TALKIES ROADChhattisgarhIndia,AEGPA8535E  
1648,AN24-25/PO 623,2025-01-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03053,G.K. DIESELS,27BJTPS4304N1ZG,,"E-6, Transport Nagar,Near Haldirm''s FactoryNAGPURMaharashtraIndia",BJTPS4304N  
1649,HN24-25/PO 8,2025-01-01,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04418,SALASAR TRADERS,36AJNPA8969L1ZF,,"5-6-140/A, KRISHNA NAGAR, NTPC,GODAVARIKHANITelanganaIndia",AJNPA8969L  
1650,AN24-25/PO 803,2025-03-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S04965,RAGHVENDRA ENTERPRISES-ODISHA,21ASWPS0791G1ZC,,"NEAR DEAR HIGH SCHOOL,ANGULOdishaIndia",ASWPS0791G  
1651,AN24-25/PO 686,2025-02-19,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06393,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,21AAHCI1010J1Z8,,SAMBALPUROdishaIndia,AAHCI1010J  
1652,TP24-25/PO 1584,2025-03-16,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1653,TP24-25/PO 1444,2025-02-27,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S03110,NEW DIAMOND ELECTRICALS WORKS,23AGRPM0784A1ZJ,,"Main Road, SingrauliMadhya PradeshIndia",AGRPM0784A  
1654,CM24-25POAR 948,2025-02-01,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06495,INFRA EQUIP PRIVATE LIMITED - HAZARIBAG,20AABCI3185J1ZS,,"NH33, DEMOTAND KHATA # 95 PLOT # 1063JharkhandIndia",AABCI3185J  
1655,TP24-25/PO 1218,2025-01-06,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1656,TP24-25/PO 1388,2025-02-07,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1657,TP24-25/PO 1303,2025-01-25,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06775,SOLAR INDUSTRIES INDIA LIMITED - ODISHA,21AACCS2132E1Z5,,"PLOT NO.389-392,MAUZA BEHRAPALI MAUZA BEHERALIJHARAUGUDAOdishaIndia",AACCS2132E  
1658,TP24-25/PO 1220,2025-01-08,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S06497,SPECIAL BLASTS LIMITED,22AADCS2831D1ZY,,"G-5,GROUND FLOOR,WALLFORT OZONE,FAFDIH CHOWK,RAIPUR-492001RAIPURChhattisgarhIndia",AADCS2831D  
1659,TP24-25POAR 1119,2025-03-28,,,,,,,,,,2025-05-23 15:31:03.295728,2025-05-23 15:31:03.295728,S00042,BANSAL HARD WARE,09BFTPB9517A1ZE,,KHADIA-MARKET. MAIN ROAD. PO: SHAKTHI NAGARSONEBHADRAUttar PradeshIndia,BFTPB9517A  
