id,date,voucher_name,branch,currency,party,quantity,gross_amt,discount,gross_minus_discount,net_amount,deductions,total_value
24576,2025-03-18,PC24-25PMR 1715,Pachhwara Central,INR,KOYLANCHAL EQUIPMENT AND ENTERPRISES,10.00,6890.00,,6890.00,8415.20,,8415.00
24577,2025-03-18,TP24-25PMR 4507,Talaipalli,INR,JAI BALAJI TRADERS,121.00,29645.00,,29645.00,37945.60,,37946.00
24578,2025-03-18,TP24-25PMR 4508,Talaipalli,INR,JAI BALAJI TRADERS,120.00,29400.00,,29400.00,37632.00,,37632.00
24579,2025-03-18,TP24-25PMR 4509,Talaipalli,INR,JAI BALAJI TRADERS,121.00,29645.00,,29645.00,37945.60,,37946.00
24580,2025-03-18,TP24-25PMR 4597,Talaipalli,INR,INDIAN OIL CORPORATION LIMITED,34000.00,2695403.72,,2695403.72,2695403.72,2302.19,2693102.00
24581,2025-03-18,TP24-25PMR 4601,Talaipalli,INR,INDIAN OIL CORPORATION LIMITED,24000.00,1902637.92,,1902637.92,1902637.92,1625.07,1901013.00
24582,2025-03-18,TP24-25PV- 1618,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,918.00,,,945.54,,946.00
24583,2025-03-18,TP24-25PV- 1666,Talaipalli,INR,MAHALAXMI CORP,1.00,50400.00,,,55944.00,,55944.00
24584,2025-03-18,TP24-25PV- 1668,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,71400.00,,,74256.00,,74256.00
24585,2025-03-18,TP24-25PV- 1670,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,52500.00,,,54600.00,,54600.00
24586,2025-03-19,AN24-25PMR 2667,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,3005141.20,,3005141.20,3005141.20,1983.44,3003158.00
24587,2025-03-19,AN24-25PMR 2680,Ananta OCP,INR,ECO ENERGIES,40000.00,3008000.00,,3008000.00,3549440.00,,3549440.00
24588,2025-03-19,AN24-25PMR 2772,Ananta OCP,INR,SIDDHIVINAYAK AUTOMOBILES,19097.45,1795542.25,,1795542.25,1795542.25,,1795542.00
24589,2025-03-19,AN24-25PV- 1101,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
24590,2025-03-19,AN24-25PV- 1102,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
24591,2025-03-19,CM24-25PMR 2585,Consortium-Magadh,INR,BHARAT PETROLEUM CORPORATION LIMITED,20000.00,1758802.00,,1758802.00,1758802.00,1502.22,1757300.00
24592,2025-03-19,CM24-25PMR 2586,Consortium-Magadh,INR,BHARAT PETROLEUM CORPORATION LIMITED,20000.00,1758802.00,,1758802.00,1758802.00,1502.22,1757300.00
24593,2025-03-19,CM24-25PMR 2587,Consortium-Magadh,INR,BHARAT PETROLEUM CORPORATION LIMITED,20000.00,1758802.00,,1758802.00,1758802.00,1502.22,1757300.00
24594,2025-03-19,CM24-25PMR 2588,Consortium-Magadh,INR,BHARAT PETROLEUM CORPORATION LIMITED,20000.00,1526984.00,,1526984.00,1526984.00,1304.22,1525680.00
24595,2025-03-19,CM24-25PMR 2603,Consortium-Magadh,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,3.00,1368091.38,136809.14,1231282.24,1576041.26,,1576041.00
24596,2025-03-19,HN24-25PMR 53,HNSS Kurnool,INR,M.R.FUELS,2000.00,193700.00,,193700.00,193700.00,,193700.00
24597,2025-03-19,HO24-25PMR 334,Head Office,INR,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD-RAMAGUNDAM,2.00,376552.00,150620.80,225931.20,266598.82,,266599.00
24598,2025-03-19,HO24-25PNI 90,Head Office,INR,GNAPIKA ENTERPRISES,1.00,12336.00,,12336.00,12336.00,,12336.00
24599,2025-03-19,PC24-25PMR 1627,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1288000.00,,1288000.00,1288000.00,,1288000.00
24600,2025-03-19,PC24-25PMR 1628,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,12000.00,1104000.00,,1104000.00,1104000.00,,1104000.00
24601,2025-03-19,PC24-25PMR 1634,Pachhwara Central,INR,WIRTGEN INDIA PVT. LTD-JH,464.00,576902.00,80507.89,496394.11,585745.05,,585745.00
24602,2025-03-19,PC24-25PMR 1636,Pachhwara Central,INR,WIRTGEN INDIA PVT. LTD-JH,2000.00,60000.00,6000.00,54000.00,63720.00,,63720.00
24603,2025-03-19,PC24-25PMR 1637,Pachhwara Central,INR,WIRTGEN INDIA PVT. LTD-JH,9.00,196585.00,19658.50,176926.50,208773.28,,208773.00
24604,2025-03-19,PC24-25PMR 1641,Pachhwara Central,INR,GARUDA POWER PRIVATE LTD-JHARKHAND,2.00,5988.14,,5988.14,7066.00,,7066.00
24605,2025-03-19,PC24-25PMR 1642,Pachhwara Central,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,10.00,38500.00,,38500.00,49280.00,,50342.00
24606,2025-03-19,PC24-25PMR 1643,Pachhwara Central,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,51.00,161666.00,,161666.00,203592.48,,206896.00
24607,2025-03-19,PC24-25PMR 1644,Pachhwara Central,INR,VALVOLINE CUMMINS PRIVATE LIMITED - JHARKHAND,840.00,105000.00,,105000.00,123900.00,,123900.00
24608,2025-03-19,TP24-25PMR 4431,Talaipalli,INR,ARYA BUILDCON,15068.10,863900.55,,863900.55,1019402.65,,1019403.00
24609,2025-03-19,TP24-25PMR 4434,Talaipalli,INR,SHIV KUMAR AGRAWAL,12822.26,673783.73,,673783.73,795064.80,,795065.00
24610,2025-03-19,TP24-25PMR 4435,Talaipalli,INR,SHIV KUMAR AGRAWAL,1736.00,388795.68,,388795.68,458778.90,,458779.00
24611,2025-03-19,TP24-25PMR 4592,Talaipalli,INR,INDIAN OIL CORPORATION LIMITED,25000.00,1981915.00,,1981915.00,1981915.00,1692.79,1980222.00
24612,2025-03-19,TP24-25PMR 4593,Talaipalli,INR,INDIAN OIL CORPORATION LIMITED,25000.00,1981915.00,,1981915.00,1981915.00,1692.79,1980222.00
24613,2025-03-19,TP24-25PMR 4595,Talaipalli,INR,INDIAN OIL CORPORATION LIMITED,25000.00,1981915.00,,1981915.00,1981915.00,1692.79,1980222.00
24614,2025-03-19,TP24-25PMR 4598,Talaipalli,INR,INDIAN OIL CORPORATION LIMITED,25000.00,1981915.00,,1981915.00,1981915.00,1692.79,1980222.00
24615,2025-03-19,TP24-25PMR 4602,Talaipalli,INR,GOMATI FUELS,22000.00,2074380.00,,2074380.00,2074380.00,,2074380.00
24616,2025-03-19,TP24-25PNI 781,Talaipalli,INR,JAGANNATH TRADERS,1.00,87295.00,,87295.00,87295.00,,87295.00
24617,2025-03-19,TP24-25PNI 791,Talaipalli,INR,SATHYA SABJI CENTER,1.00,31455.00,,31455.00,31455.00,,31455.00
24618,2025-03-19,TP24-25PV- 1672,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,52500.00,,,54600.00,,54600.00
24619,2025-03-19,TP24-25PV- 1674,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,71400.00,,,74256.00,,74256.00
24620,2025-03-19,TP24-25PV- 1675,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,52500.00,,,54600.00,,54600.00
24621,2025-03-19,TP24-25PV- 1703,Talaipalli,INR,SAFEXPRESS PRIVATE LIMITED-HARYANA,1.00,6130.00,,,7110.80,,7111.00
24622,2025-03-20,AN24-25PMR 2668,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,3005141.20,,3005141.20,3005141.20,1983.44,3003158.00
24623,2025-03-20,AN24-25PMR 2681,Ananta OCP,INR,ECO ENERGIES,40000.00,3008000.00,,3008000.00,3549440.00,,3549440.00
24624,2025-03-20,AN24-25PNI 660,Ananta OCP,INR,MAA SABITRI ENTERPRISER,50.00,2950.00,,2950.00,2950.00,,2950.00
24625,2025-03-20,AN24-25PV- 1103,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
24626,2025-03-20,CH24-25PV- 19,Chennai,INR,ADISHWAR AUTO DIAGNOSTICS PVT LTD - TELANGANA,1.00,6407.00,,,6407.00,,6407.00
24627,2025-03-20,CM24-25PMR 2589,Consortium-Magadh,INR,BHARAT PETROLEUM CORPORATION LIMITED,20000.00,1758802.00,,1758802.00,1758802.00,1502.22,1757300.00
24628,2025-03-20,CM24-25PMR 2590,Consortium-Magadh,INR,ECO ENERGIES,40000.00,3008000.00,,3008000.00,3549440.00,,3549440.00
24629,2025-03-20,CM24-25PMR 2604,Consortium-Magadh,INR,JHARKHAND ENTERPRISES,33.00,58725.00,,58725.00,69295.50,,69296.00
24630,2025-03-20,CM24-25PMR 2605,Consortium-Magadh,INR,JHARKHAND ENTERPRISES,160.00,54185.00,,54185.00,63938.30,,63938.00
24631,2025-03-20,CM24-25PMR 2606,Consortium-Magadh,INR,INDOFLEX - JHARKHAND,47.00,81310.00,,81310.00,95945.80,,95946.00
24632,2025-03-20,CM24-25PMR 2607,Consortium-Magadh,INR,INDOFLEX - JHARKHAND,4.00,2036.00,,2036.00,2402.48,,2402.00
24633,2025-03-20,CM24-25PMR 2608,Consortium-Magadh,INR,ARSHYAN BATTERY,226.00,8750.00,,8750.00,11200.00,,11200.00
24634,2025-03-20,CM24-25PMR 2609,Consortium-Magadh,INR,GANGA ENTERPRISES,43.00,31060.00,,31060.00,36650.80,,36651.00
24635,2025-03-20,CM24-25PMR 2610,Consortium-Magadh,INR,HANUMAN JI TRADERS - JHARKHAND,10.00,1200.00,,1200.00,1416.00,,1416.00
24636,2025-03-20,CM24-25PMR 2611,Consortium-Magadh,INR,HANUMAN JI TRADERS - JHARKHAND,295.00,104115.00,,104115.00,122855.70,,122856.00
24637,2025-03-20,CM24-25PMR 2612,Consortium-Magadh,INR,RISHAV AUTOMOBILE-JHARKHAND,106.00,394249.00,,394249.00,465213.82,,465214.00
24638,2025-03-20,CM24-25PMR 2613,Consortium-Magadh,INR,VALVOLINE CUMMINS PRIVATE LIMITED - JHARKHAND,2700.00,540000.00,,540000.00,637200.00,,637200.00
24639,2025-03-20,HN24-25PMR 54,HNSS Kurnool,INR,M.R.FUELS,4000.00,387400.00,,387400.00,387400.00,,387400.00
24640,2025-03-20,HO24-25PMR 329,Head Office,INR,M.B ENTERPRISES,125.00,641250.00,,641250.00,756675.00,,756675.00
24641,2025-03-20,PC24-25PMR 1629,Pachhwara Central,INR,MANISH FUEL STATION,20000.00,1839200.00,,1839200.00,1839200.00,,1839200.00
24642,2025-03-20,PC24-25PMR 1683,Pachhwara Central,INR,DOZCO (INDIA) PVT LTD. SECUNDERABAD,66.00,163054.00,11413.78,151640.22,178935.48,,178935.00
24643,2025-03-20,PC24-25PV- 249,Pachhwara Central,INR,ARCHANA CHAURASIYA,1.00,119129.13,,,117937.84,,117938.00
24644,2025-03-20,PC24-25PV- 250,Pachhwara Central,INR,NAJIR SOREN,1.00,191208.00,,,223713.36,,223713.00
24645,2025-03-20,PC24-25PV- 261,Pachhwara Central,INR,RAO COURIER SERVICE,1.00,5000.00,,,5850.00,,5850.00
24646,2025-03-20,PC24-25PV- 262,Pachhwara Central,INR,RAO COURIER SERVICE,1.00,500.00,,,585.00,,585.00
24647,2025-03-20,PC24-25PV- 263,Pachhwara Central,INR,RAO COURIER SERVICE,1.00,5000.00,,,5850.00,,5850.00
24648,2025-03-20,TP24-25/PVAO 120,Talaipalli,INR,AUTO CENTER,3.00,11183.30,,11183.30,13330.22,,13330.00
24649,2025-03-20,TP24-25PMR 4600,Talaipalli,INR,INDIAN OIL CORPORATION LIMITED,23000.00,1823361.80,,1823361.80,1823361.80,1557.36,1821804.00
24650,2025-03-20,TP24-25PMR 4604,Talaipalli,INR,NAYARA ENERGY LIMITED,40000.00,3005140.80,,3005140.80,3005140.80,1983.44,3003157.00
24651,2025-03-20,TP24-25PMR 4607,Talaipalli,INR,NAYARA ENERGY LIMITED,40000.00,3005140.80,,3005140.80,3005140.80,1983.44,3003157.00
24652,2025-03-20,TP24-25PV- 1659,Talaipalli,INR,SRI BALAJI ANAND CHEMICALS,1.00,272000.00,,,299200.00,,299200.00
24653,2025-03-20,TP24-25PV- 1662,Talaipalli,INR,SRI BALAJI ANAND CHEMICALS,1.00,272000.00,,,299200.00,,299200.00
24654,2025-03-20,TP24-25PV- 1667,Talaipalli,INR,MAHALAXMI CORP,1.00,48300.00,,,53613.00,,53613.00
24655,2025-03-20,TP24-25PV- 1676,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,71400.00,,,74256.00,,74256.00
24656,2025-03-20,TP24-25PV- 1677,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,52500.00,,,54600.00,,54600.00
24657,2025-03-21,AN24-25PMR 2725,Ananta OCP,INR,ECO ENERGIES,40000.00,3008000.00,,3008000.00,3549440.00,,3549440.00
24658,2025-03-21,AN24-25PMR 2730,Ananta OCP,INR,INDIAN OIL CORPORATION LIMITED,23000.00,1840057.96,,1840057.96,1840057.96,1528.29,1838530.00
24659,2025-03-21,AN24-25PMR 2775,Ananta OCP,INR,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,2.00,3788213.00,1212228.16,2575984.84,3297260.60,,3297261.00
24660,2025-03-21,AN24-25PNI 661,Ananta OCP,INR,MAA SABITRI ENTERPRISER,20.00,13680.00,,13680.00,13680.00,,13680.00
24661,2025-03-21,AN24-25PNI 662,Ananta OCP,INR,BHUSAN COMPUTER,2.00,1283.11,,1283.11,1600.01,,1600.00
24662,2025-03-21,AN24-25PV- 1105,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
24663,2025-03-21,CM24-25PMR 2614,Consortium-Magadh,INR,CJN HITECH MOTORS PRIVATE LIMITED.,15.00,33782.78,3378.30,30404.48,38654.97,,40943.00
24664,2025-03-21,CM24-25PMR 2620,Consortium-Magadh,INR,RAJDEEP ELECTRIC & HARDWARE STORE,2185.00,100363.00,,100363.00,111347.34,,111347.00
24665,2025-03-21,CM24-25PMR 2621,Consortium-Magadh,INR,RAJDEEP ELECTRIC & HARDWARE STORE,213.00,53599.40,,53599.40,63247.30,,63247.00
24666,2025-03-21,CM24-25PMR 2622,Consortium-Magadh,INR,DOZCO (INDIA) PVT LTD-DHANBAD,4.00,588684.00,41207.88,547476.12,646021.82,,646022.00
24667,2025-03-21,CM24-25PMR 2649,Consortium-Magadh,INR,PRASAD PETROLEUM,34695.40,3255469.38,,3255469.38,3255469.38,,3255469.00
24668,2025-03-21,HN24-25PMR 55,HNSS Kurnool,INR,M.R.FUELS,4000.00,387400.00,,387400.00,387400.00,,387400.00
24669,2025-03-21,HO24-25PMR 330,Head Office,INR,M.B ENTERPRISES,170.00,1087150.00,,1087150.00,1282837.00,,1282837.00
24670,2025-03-21,HO24-25PMR 331,Head Office,INR,M.B ENTERPRISES,44.00,743680.00,,743680.00,877542.40,,877542.00
24671,2025-03-21,HO24-25PV- 1859,Head Office,INR,RANJIT KUMAR - ADVOCATE,1.00,500000.00,,,540000.00,,540000.00
24672,2025-03-21,NN24-25PNI 38,Naini OCP,INR,SARALIA BHARAT GAS,5.00,8370.80,,8370.80,9877.54,,9878.00
24673,2025-03-21,PC24-25/PVAO 67,Pachhwara Central,INR,INFRA EQUIP PRIVATE LIMITED,1.00,30000.00,,30000.00,35400.00,,35400.00
24674,2025-03-21,PC24-25/PVAO 68,Pachhwara Central,INR,INFRA EQUIP PRIVATE LIMITED,1.00,30000.00,,30000.00,35400.00,,35400.00
24675,2025-03-21,PC24-25/PVAO 69,Pachhwara Central,INR,INFRA EQUIP PRIVATE LIMITED,1.00,30000.00,,30000.00,35400.00,,35400.00
24676,2025-03-21,PC24-25PMR 1630,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,20000.00,1840000.00,,1840000.00,1840000.00,,1840000.00
24677,2025-03-21,PC24-25PMR 1645,Pachhwara Central,INR,SHIV MINING EQUIPMENTS,32.00,115400.00,,115400.00,143912.00,,148118.00
24678,2025-03-21,PC24-25PMR 1655,Pachhwara Central,INR,HACS ENGINEERING AND TECH PRIVATE LIMITED,16.00,28677.97,,28677.97,33840.03,,33840.00
24679,2025-03-21,PC24-25PNI 403,Pachhwara Central,INR,SHYAM VEGETABLE STORE,1.00,15400.00,,15400.00,15400.00,,15400.00
24680,2025-03-21,PK24-25PV- 28,PKOCP (OC-II)-Manuguru,INR,DURGA INFRA MINING PRIVATE LIMITED,1154085.69,85196590.66,,,98828045.17,,98828045.17
24681,2025-03-21,TP24-25PMR 4605,Talaipalli,INR,NAYARA ENERGY LIMITED,40000.00,3005140.80,,3005140.80,3005140.80,1983.44,3003157.00
24682,2025-03-21,TP24-25PMR 4606,Talaipalli,INR,NAYARA ENERGY LIMITED,40000.00,3005140.80,,3005140.80,3005140.80,1983.44,3003157.00
24683,2025-03-21,TP24-25PNI 792,Talaipalli,INR,SATHYA SABJI CENTER,1.00,27319.00,,27319.00,27319.00,,27319.00
24684,2025-03-21,TP24-25PV- 1610,Talaipalli,INR,P.C.PATEL INFRA PVT LTD,1.00,20833333.00,,,24166666.28,,24166666.00
24685,2025-03-21,TP24-25PV- 1611,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,3325.00,,,3424.76,,3425.00
24686,2025-03-21,TP24-25PV- 1612,Talaipalli,INR,ASSOCIATED ROAD CARRIERS LIMITED - CHHATTISGARH,1.00,655.00,,,674.66,,675.00
24687,2025-03-21,TP24-25PV- 1619,Talaipalli,INR,VIJAY GUPTA - CH,1.00,88850.00,,,87961.50,,87962.00
24688,2025-03-21,TP24-25PV- 1660,Talaipalli,INR,SRI BALAJI ANAND CHEMICALS,1.00,272000.00,,,299200.00,,299200.00
24689,2025-03-21,TP24-25PV- 1661,Talaipalli,INR,SRI BALAJI ANAND CHEMICALS,1.00,272000.00,,,299200.00,,299200.00
24690,2025-03-21,TP24-25PV- 1678,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,52500.00,,,54600.00,,54600.00
24691,2025-03-21,TP24-25PV- 1679,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,52500.00,,,54600.00,,54600.00
24692,2025-03-21,TP24-25PV- 1680,Talaipalli,INR,NAIDU BRO'S TRANSPORT,1.00,52500.00,,,54600.00,,54600.00
24693,2025-03-21,TP24-25PV- 1704,Talaipalli,INR,TCI EXPRESS - CHHATTISGARH,1.00,3720.00,,,4315.20,,4315.00
24694,2025-03-21,US24-25PMR 45,Uttarandhra Canal & PLIS,INR,SRI SATYAMAMBA FILLING STATION,500.00,48235.00,,48235.00,48235.00,,48235.00
24695,2025-03-22,AN24-25/PVAO 213,Ananta OCP,INR,AR EARTHMOVERS LLP,1.00,260000.00,,260000.00,306800.00,200.00,306600.00
24696,2025-03-22,AN24-25/PVAO 214,Ananta OCP,INR,ESSAR AUTOMOBILES,1.00,46529.00,,46529.00,54904.22,465.29,54439.00
24697,2025-03-22,AN24-25/PVAO 215,Ananta OCP,INR,TIPPER AND HYDRAULIC SOLUTIONS,9.00,135000.00,,135000.00,159300.00,1350.00,157950.00
24698,2025-03-22,AN24-25/PVAO 216,Ananta OCP,INR,SONAM ENTERPRISES,13.00,338000.00,,338000.00,398840.00,3380.00,395460.00
24699,2025-03-22,AN24-25PMR 2687,Ananta OCP,INR,MAA SABITRI ENTERPRISER,60.00,6690.00,,6690.00,6690.00,,6690.00
24700,2025-03-22,AN24-25PMR 2688,Ananta OCP,INR,MAA SABITRI ENTERPRISER,1425.00,218099.80,,218099.80,218099.80,,218100.00
24701,2025-03-22,AN24-25PMR 2689,Ananta OCP,INR,MAA SABITRI ENTERPRISER,125.00,148785.00,,148785.00,148785.00,,148785.00
24702,2025-03-22,AN24-25PMR 2690,Ananta OCP,INR,CJN HITECH MOTORS PRIVATE LIMITED.,7.00,445.30,44.53,400.77,512.99,,1281.00
24703,2025-03-22,AN24-25PMR 2691,Ananta OCP,INR,DOZER WORLD PRIVATE LIMITED - ODISHA,158.00,364500.00,,364500.00,460820.00,,460820.00
24704,2025-03-22,AN24-25PMR 2692,Ananta OCP,INR,DOZER WORLD PVT LTD-DELHI,1.00,315000.00,,315000.00,403200.00,,403200.00
24705,2025-03-22,AN24-25PMR 2693,Ananta OCP,INR,DOZER WORLD PVT LTD-DELHI,1.00,3500.00,,3500.00,4130.00,,4130.00
24706,2025-03-22,AN24-25PMR 2694,Ananta OCP,INR,DOZER WORLD PVT LTD-DELHI,30.00,307800.00,,307800.00,373949.00,,373949.00
24707,2025-03-22,AN24-25PMR 2695,Ananta OCP,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,255.00,595650.00,,595650.00,755947.00,,760077.00
24708,2025-03-22,AN24-25PMR 2696,Ananta OCP,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,15.00,15750.00,,15750.00,18585.00,,19175.00
24709,2025-03-22,AN24-25PMR 2697,Ananta OCP,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,45.00,244500.00,,244500.00,302860.00,,307580.00
24710,2025-03-22,AN24-25PMR 2698,Ananta OCP,INR,GUPTA BROTHERS,4.00,34800.00,,34800.00,41064.00,,41064.00
24711,2025-03-22,AN24-25PMR 2699,Ananta OCP,INR,GUPTA BROTHERS,55.00,27271.40,,27271.40,32180.24,,32180.00
24712,2025-03-22,AN24-25PMR 2700,Ananta OCP,INR,GUPTA BROTHERS,18.00,40000.00,,40000.00,49450.00,,49450.00
24713,2025-03-22,AN24-25PMR 2701,Ananta OCP,INR,GUPTA BROTHERS,66.00,17760.00,,17760.00,20956.80,,20957.00
24714,2025-03-22,AN24-25PMR 2702,Ananta OCP,INR,DINESH TRACK REPAIRS - ODISHA,879.00,148530.00,,148530.00,175265.40,,175265.00
24715,2025-03-22,AN24-25PMR 2703,Ananta OCP,INR,DINESH TRACK REPAIRS - ODISHA,3.00,34500.00,,34500.00,40710.00,345.00,40365.00
24716,2025-03-22,AN24-25PMR 2704,Ananta OCP,INR,INTRAC TYRES PRIVATE LTD,12.00,84000.00,,84000.00,99120.00,,102070.00
24717,2025-03-22,AN24-25PMR 2705,Ananta OCP,INR,INTRAC TYRES PRIVATE LTD,100.00,481680.00,,481680.00,568382.40,,568382.00
24718,2025-03-22,AN24-25PMR 2706,Ananta OCP,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,385.00,475421.50,,475421.50,579517.40,,579517.00
24719,2025-03-22,AN24-25PMR 2707,Ananta OCP,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,606.00,324968.88,16248.46,308720.42,385420.14,,385420.00
24720,2025-03-22,AN24-25PMR 2708,Ananta OCP,INR,J.K.TRADERS & CO,14.00,15275.00,,15275.00,18024.50,,18025.00
24721,2025-03-22,AN24-25PMR 2709,Ananta OCP,INR,J.K.TRADERS & CO,17.00,18638.43,,18638.43,21993.35,,21993.00
24722,2025-03-22,AN24-25PMR 2712,Ananta OCP,INR,"LARSEN & TOUBRO LIMITED, NAGPUR",3.00,37900.00,8527.50,29372.50,34659.55,,34660.00
24723,2025-03-22,AN24-25PMR 2713,Ananta OCP,INR,MRF LIMITED-ODISHA,162.00,1334610.00,9450.00,1325160.00,1696204.80,,1708068.00
24724,2025-03-22,AN24-25PMR 2714,Ananta OCP,INR,MRF LIMITED-ODISHA,78.00,642590.00,4550.00,638040.00,816691.20,,822403.00
24725,2025-03-22,AN24-25PMR 2715,Ananta OCP,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,1.00,59830.00,14957.50,44872.50,57436.80,,57437.00
24726,2025-03-22,AN24-25PMR 2716,Ananta OCP,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,1.00,10090.00,2522.50,7567.50,8929.66,,8930.00
24727,2025-03-22,AN24-25PMR 2717,Ananta OCP,INR,PPS MOTORS PRIVATE LIMITED - ODISHA,101.00,194170.00,48542.50,145627.50,175211.72,,175212.00
24728,2025-03-22,AN24-25PMR 2718,Ananta OCP,INR,RAGHVENDRA ENTERPRISES-ODISHA,7.00,15300.00,,15300.00,18054.00,,18054.00
24729,2025-03-22,AN24-25PMR 2719,Ananta OCP,INR,RAGHVENDRA ENTERPRISES-ODISHA,11.00,4150.00,,4150.00,4897.00,,4897.00
24730,2025-03-22,AN24-25PMR 2720,Ananta OCP,INR,RAGHVENDRA ENTERPRISES-ODISHA,50.00,7500.00,,7500.00,8850.00,,8850.00
24731,2025-03-22,AN24-25PMR 2721,Ananta OCP,INR,RAGHVENDRA ENTERPRISES-ODISHA,147.00,30110.00,926.00,29184.00,34437.12,,34437.00
24732,2025-03-22,AN24-25PMR 2722,Ananta OCP,INR,SHIV MINING EQUIPMENTS,15.00,3750.00,,3750.00,4425.00,,5050.00
24733,2025-03-22,AN24-25PMR 2723,Ananta OCP,INR,SHIV MINING EQUIPMENTS,407.00,965300.00,,965300.00,1166819.00,,1186675.00
24734,2025-03-22,AN24-25PMR 2724,Ananta OCP,INR,SRI RAMESH AUTOMOBILES,2.00,54900.00,,54900.00,64782.00,,64782.00
24735,2025-03-22,CM24-25PMR 2591,Consortium-Magadh,INR,BHARAT PETROLEUM CORPORATION LIMITED,20000.00,1526984.00,,1526984.00,1526984.00,1304.22,1525680.00
24736,2025-03-22,CM24-25PMR 2615,Consortium-Magadh,INR,ECO ENERGIES,40000.00,3008000.00,,3008000.00,3549440.00,,3549440.00
24737,2025-03-22,CM24-25PMR 2623,Consortium-Magadh,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,555.00,796332.36,,796332.36,970901.52,,970902.00
24738,2025-03-22,CM24-25PMR 2624,Consortium-Magadh,INR,GANGA ENTERPRISES,37.00,25790.00,,25790.00,30432.20,,30432.00
24739,2025-03-22,HN24-25PMR 56,HNSS Kurnool,INR,M.R.FUELS,4000.00,387400.00,,387400.00,387400.00,,387400.00
24740,2025-03-22,HN24-25PMR 65,HNSS Kurnool,INR,INNOVATIVE INFRA & MINING SOLUTIONS LTD - TELANGANA,1.00,226752.34,,226752.34,267567.76,,267568.00
24741,2025-03-22,HN24-25PMR 66,HNSS Kurnool,INR,INNOVATIVE INFRA & MINING SOLUTIONS LTD - TELANGANA,40.00,83064.82,,83064.82,99086.80,,99087.00
24742,2025-03-22,HN24-25PMR 67,HNSS Kurnool,INR,INNOVATIVE INFRA & MINING SOLUTIONS LTD - TELANGANA,78.00,44333.71,,44333.71,53215.42,,53215.00
24743,2025-03-22,HN24-25PMR 68,HNSS Kurnool,INR,DOZER WORLD PVT LTD-DELHI,4.00,11000.00,,11000.00,12980.00,,12980.00
24744,2025-03-22,HN24-25PMR 79,HNSS Kurnool,INR,SAI KRISHNA ALLOYS,38.00,13450.00,,13450.00,15871.00,,15871.00
24745,2025-03-22,HO24-25PMR 337,Head Office,INR,SANY HEAVY INDUSTRY INDIA PVT LTD. TELANGANA,84.00,186468.00,,186468.00,220032.24,,220032.00
24746,2025-03-22,HO24-25PV- 1855,Head Office,INR,PASHA AND CO ADVOCATE,1.00,13000.00,,,14040.00,,14040.00
24747,2025-03-22,PC24-25PMR 1633,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,12000.00,1104000.00,,1104000.00,1104000.00,,1104000.00
24748,2025-03-22,PC24-25PMR 1635,Pachhwara Central,INR,MANISH FUEL STATION,20000.00,1839200.00,,1839200.00,1839200.00,,1839200.00
