id,date,voucher_name,branch,currency,party,quantity,gross_amt,discount,gross_minus_discount,net_amount,deductions,total_value
1265,2024-04-24,CS24-25PMR 128,Central Stores-1,INR,DOZER WORLD PRIVATE LIMITED-SINGRAULI,43.00,546900.00,,546900.00,664082.00,,664082.00
1266,2024-04-24,CS24-25PMR 129,Central Stores-1,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,5.00,10500.00,,10500.00,12390.00,,12390.00
1267,2024-04-24,CS24-25PMR 130,Central Stores-1,INR,PRAGYA BATTERY (WARRANTY),5.00,0.05,,0.05,0.05,,
1268,2024-04-24,CS24-25PMR 131,Central Stores-1,INR,AGARWAL EARTHMOVING ENTERPRISES-DELHI,3.00,2150.00,,2150.00,2537.00,,2537.00
1269,2024-04-24,HO24-25PV- 23,Head Office,INR,TIME TECHNOLOGIES,1.00,15000.00,,,15000.00,,15000.00
1270,2024-04-24,HO24-25PV- 91,Head Office,INR,SRI SAI INTERNATIONAL TRAVELS,2.00,11358.00,,,11412.00,,11412.00
1271,2024-04-24,HO24-25PV- 132,Head Office,INR,INTERGLOBE AVIATION LIMITED - CHHATTISGARH,2.00,10571.00,,,11058.25,,11058.00
1272,2024-04-24,J224-25/PVAO 21,Jayant-II,INR,ANPARA BORING CENTRE,1.00,9000.00,,9000.00,10620.00,90.00,10530.00
1273,2024-04-24,J224-25PMR 71,Jayant-II,INR,BLACK DIAMOND FILLING STATION,6000.00,551940.00,,551940.00,551940.00,551.94,551388.00
1274,2024-04-24,J224-25PMR 77,Jayant-II,INR,GOEL AUTO AGENCIES,20.00,26605.00,,26605.00,34054.40,,34054.00
1275,2024-04-24,J224-25PNI 11,Jayant-II,INR,MAA DURGA KIRANA STORE,1.00,85036.46,,85036.46,85036.46,72.06,84964.00
1276,2024-04-24,J224-25PNI 12,Jayant-II,INR,MAA DURGA KIRANA STORE,1.00,86529.24,,86529.24,86529.24,73.32,86456.00
1277,2024-04-24,J224-25PNI 13,Jayant-II,INR,MAA DURGA KIRANA STORE,1.00,21690.00,,21690.00,21690.00,21.69,21668.00
1278,2024-04-24,J224-25PNI 14,Jayant-II,INR,MAA DURGA KIRANA STORE,3.00,11532.76,,11532.76,11532.76,10.11,11523.00
1279,2024-04-24,J224-25PNI 17,Jayant-II,INR,MAA DURGA KIRANA STORE,3884.00,10399.04,,10399.04,10399.04,9.60,10389.00
1280,2024-04-24,J224-25PNI 18,Jayant-II,INR,MAA DURGA KIRANA STORE,1.00,20870.00,,20870.00,20870.00,20.87,20849.00
1281,2024-04-24,J224-25PNI 19,Jayant-II,INR,MAA DURGA KIRANA STORE,1.00,44822.00,,44822.00,44822.00,37.98,44784.00
1282,2024-04-24,J224-25PNI 20,Jayant-II,INR,MAA DURGA KIRANA STORE,3.00,6746.55,,6746.55,6746.55,5.85,6741.00
1283,2024-04-24,KH24-25PMR 64,Khadia,INR,INDIAN OIL CORPORATION LIMITED,20000.00,1796618.00,,1796618.00,1796618.00,1534.52,1795083.00
1284,2024-04-24,KH24-25PMR 65,Khadia,INR,INDIAN OIL CORPORATION LIMITED,20000.00,1796618.00,,1796618.00,1796618.00,1534.52,1795083.00
1285,2024-04-24,KM24-25PNI 3,KMSagar Reservoir,INR,METRO CASH & CARRY INDIA PVT LTD,1.00,118150.00,,118150.00,118150.00,,118500.00
1286,2024-04-24,KM24-25PNI 4,KMSagar Reservoir,INR,METRO CASH & CARRY INDIA PVT LTD,1.00,116466.00,,116466.00,116466.00,,116816.00
1287,2024-04-24,KM24-25PNI 5,KMSagar Reservoir,INR,MAHAVEER SALES AGENCY,72.00,25560.00,,25560.00,25560.00,,25560.00
1288,2024-04-24,KM24-25PNI 6,KMSagar Reservoir,INR,SRI MAHALAXMI AGENCIES,1.00,36100.00,,36100.00,36100.00,,36100.00
1289,2024-04-24,PC24-25PMR 45,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,14000.00,1289120.00,,1289120.00,1289120.00,,1289120.00
1290,2024-04-24,PC24-25PMR 56,Pachhwara Central,INR,WAIDHAN TYRES PRIVATE LIMITED-JHARKHAND,8.00,45600.00,,45600.00,53808.00,,53808.00
1291,2024-04-24,PC24-25PMR 63,Pachhwara Central,INR,RAJDEEP ELECTRIC & HARDWARE STORE,150.00,18000.00,,18000.00,18900.00,,18900.00
1292,2024-04-24,PC24-25PMR 84,Pachhwara Central,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-JHARKHAND,19.00,66752.74,,66752.74,84132.82,,84133.00
1293,2024-04-24,TP24-25PMR 175,Talaipalli,INR,GOMATI FUELS,20000.00,1884800.00,,1884800.00,1884800.00,,1884800.00
1294,2024-04-24,TP24-25PMR 176,Talaipalli,INR,PADMA PETROLEUM,22000.00,2073280.00,,2073280.00,2073280.00,,2073280.00
1295,2024-04-24,TP24-25PMR 188,Talaipalli,INR,SPECIAL BLASTS LIMITED,0.20,90400.00,,90400.00,106672.00,,106672.00
1296,2024-04-24,TP24-25PMR 207,Talaipalli,INR,RAGHVENDRA ENTERPRISES-MADHYAPRADESH,20.00,21320.00,,21320.00,25157.60,,25158.00
1297,2024-04-24,TP24-25PMR 237,Talaipalli,INR,SRI SAI ENGINEERING WORKS AP,2.00,700000.00,,700000.00,826000.00,,826000.00
1298,2024-04-24,TP24-25PMR 240,Talaipalli,INR,NAYARA ENERGY LIMITED,40000.00,3310659.20,,3310659.20,3310659.20,2249.34,3308410.00
1299,2024-04-24,TP24-25PMR 244,Talaipalli,INR,SPECIAL BLASTS LIMITED,11.75,464125.00,,464125.00,547667.50,,547668.00
1300,2024-04-24,TP24-25PMR 245,Talaipalli,INR,SPECIAL BLASTS LIMITED,5.58,220410.00,,220410.00,260083.80,,260084.00
1301,2024-04-24,TP24-25PMR 281,Talaipalli,INR,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. CHHATTISGARH,24.00,92443.00,29581.76,62861.24,74176.26,,74176.00
1302,2024-04-24,TP24-25PNI 48,Talaipalli,INR,RAMESHWAR NUT BOLTS,1.00,49000.00,,49000.00,57820.00,,57820.00
1303,2024-04-24,TP24-25PNI 79,Talaipalli,INR,ASHOKA PRINTING WORKS,1.00,3200.00,,3200.00,3776.00,,3776.00
1304,2024-04-24,TP24-25PNI 88,Talaipalli,INR,SATHYA SABJI CENTER,1.00,36086.00,,36086.00,36086.00,,36086.00
1305,2024-04-24,TP24-25PNI 206,Talaipalli,INR,PANCH STORE,1.00,46640.00,,46640.00,46640.00,,46640.00
1306,2024-04-24,TP24-25PV- 45,Talaipalli,INR,SRI BALAJI ANAND CHEMICALS,1.00,280000.00,,,308000.00,,308000.00
1307,2024-04-25,AN24-25PMR 86,Ananta OCP,INR,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,4530.00,1773236.00,797956.20,975279.80,1150830.14,,1150830.00
1308,2024-04-25,AN24-25PMR 87,Ananta OCP,INR,TATA HITACHI CONSTRUCTION MACHINERY CO.PVT.LTD-ODISHA,439.00,1663086.83,532187.74,1130899.09,1352174.25,,1352174.00
1309,2024-04-25,AN24-25PMR 135,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,3310659.20,,3310659.20,3310659.20,2249.34,3308410.00
1310,2024-04-25,AN24-25PMR 136,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,3310659.20,,3310659.20,3310659.20,2249.34,3308410.00
1311,2024-04-25,AN24-25PMR 145,Ananta OCP,INR,BUSINESS CENTRE,755.00,42144.66,,42144.66,49730.70,,49731.00
1312,2024-04-25,AN24-25PMR 146,Ananta OCP,INR,BUSINESS CENTRE,260.00,17764.00,,17764.00,20961.52,,20962.00
1313,2024-04-25,AN24-25PMR 147,Ananta OCP,INR,BUSINESS CENTRE,46.00,21961.00,,21961.00,25913.98,,25914.00
1314,2024-04-25,AN24-25PMR 172,Ananta OCP,INR,RAGHVENDRA ENTERPRISES-ODISHA,3.00,2630.00,,2630.00,3103.40,,3103.00
1315,2024-04-25,AN24-25PMR 173,Ananta OCP,INR,RAGHVENDRA ENTERPRISES-ODISHA,2.00,2190.00,,2190.00,2584.20,,2584.00
1316,2024-04-25,AN24-25PMR 174,Ananta OCP,INR,RAGHVENDRA ENTERPRISES-ODISHA,6.00,3650.00,,3650.00,4307.00,,4307.00
1317,2024-04-25,AN24-25PNI 41,Ananta OCP,INR,SREE KHETRA ELECTRICALS,1.00,8844.92,,8844.92,10437.00,,10437.00
1318,2024-04-25,AN24-25PNI 42,Ananta OCP,INR,BHUSAN COMPUTER,6.00,5084.75,,5084.75,6000.01,,6000.00
1319,2024-04-25,AN24-25PNI 57,Ananta OCP,INR,NABIN VARITY STORE,1.00,17943.00,,17943.00,17943.00,,17943.00
1320,2024-04-25,AN24-25PV- 37,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
1321,2024-04-25,CM24-25PMR 92,Consortium-Magadh,INR,NAYARA ENERGY LIMITED,40000.00,3310659.20,,3310659.20,3310659.20,2249.00,3308410.00
1322,2024-04-25,CM24-25PMR 94,Consortium-Magadh,INR,VICTOR CORPORATION (INDIA) - JHARKHAND(NEW),2.00,28384.00,,28384.00,33493.12,,33493.00
1323,2024-04-25,CM24-25PMR 95,Consortium-Magadh,INR,MAHESH INFRA CORP,500.00,8255.00,,8255.00,9740.90,,9741.00
1324,2024-04-25,CM24-25PMR 99,Consortium-Magadh,INR,PPS MOTORS PVT LTD(BHARAT BENZ)-MADHYA PRADESH,14.00,10662.12,,10662.12,13631.93,,13632.00
1325,2024-04-25,CM24-25PMR 100,Consortium-Magadh,INR,RAJDEEP ELECTRIC & HARDWARE STORE,2305.00,378780.00,,378780.00,436596.16,,436596.00
1326,2024-04-25,CM24-25PMR 101,Consortium-Magadh,INR,SONU MOTOR,3.00,6855.00,2056.50,4798.50,5662.24,,5662.00
1327,2024-04-25,CM24-25PMR 102,Consortium-Magadh,INR,SONU MOTOR,5.00,2430.00,607.50,1822.50,2150.56,,2151.00
1328,2024-04-25,CM24-25PMR 103,Consortium-Magadh,INR,SONU MOTOR,4.00,2752.00,599.00,2153.00,2540.54,,2541.00
1329,2024-04-25,CM24-25PV- 61,Consortium-Magadh,INR,SRI BALAJI ANAND CHEMICALS,40.00,332000.00,,,365200.00,,365200.00
1330,2024-04-25,J224-25PMR 97,Jayant-II,INR,BLACK DIAMOND FILLING STATION,6000.00,551940.00,,551940.00,551940.00,551.94,551388.00
1331,2024-04-25,J224-25PMR 100,Jayant-II,INR,INDIAN OIL CORPORATION LTD - UP,20000.00,1784029.00,,1784029.00,1784029.00,1523.76,1782505.00
1332,2024-04-25,J224-25PV- 12,Jayant-II,INR,GMMCO LIMITED. SINGRAULI,12.00,52200.00,,,60552.00,,60552.00
1333,2024-04-25,KH24-25PMR 66,Khadia,INR,INDIAN OIL CORPORATION LIMITED,20000.00,1796618.00,,1796618.00,1796618.00,1534.52,1795083.00
1334,2024-04-25,KM24-25PNI 8,KMSagar Reservoir,INR,SRI MAHALAXMI AGENCIES,1.00,44200.00,,44200.00,44200.00,,44200.00
1335,2024-04-25,PC24-25PMR 46,Pachhwara Central,INR,BIMLA KISAN SEWA KENDRA,12000.00,1104960.00,,1104960.00,1104960.00,,1104960.00
1336,2024-04-25,PC24-25PMR 57,Pachhwara Central,INR,WIRTGEN INDIA PVT. LTD-JH,100.00,168300.00,16830.00,151470.00,178734.60,,178735.00
1337,2024-04-25,PC24-25PMR 58,Pachhwara Central,INR,WIRTGEN INDIA PVT. LTD-JH,222.00,228376.00,34246.45,194129.55,229072.89,,229073.00
1338,2024-04-25,PC24-25PMR 59,Pachhwara Central,INR,WIRTGEN INDIA PVT. LTD-JH,2.00,29875.00,3585.00,26290.00,31022.20,,31022.00
1339,2024-04-25,PC24-25PV- 14,Pachhwara Central,INR,TATA HITACHI CONSTRUCTION MACHINERY COMPANY PVT LTD. JHARKHAND,6.00,306180.00,,,355168.80,,355168.80
1340,2024-04-25,TP24-25PMR 177,Talaipalli,INR,PADMA PETROLEUM,14000.00,1319360.00,,1319360.00,1319360.00,,1319360.00
1341,2024-04-25,TP24-25PMR 178,Talaipalli,INR,PADMA PETROLEUM,14000.00,1319360.00,,1319360.00,1319360.00,,1319360.00
1342,2024-04-25,TP24-25PMR 209,Talaipalli,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,4.00,12200.00,,12200.00,15616.00,,15616.00
1343,2024-04-25,TP24-25PMR 210,Talaipalli,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,2.00,6100.00,,6100.00,7808.00,,7808.00
1344,2024-04-25,TP24-25PMR 241,Talaipalli,INR,NAYARA ENERGY LIMITED,40000.00,3310659.20,,3310659.20,3310659.20,2249.34,3308410.00
1345,2024-04-25,TP24-25PMR 257,Talaipalli,INR,SPECIAL BLASTS LIMITED,4.21,166295.00,,166295.00,196228.10,,196228.00
1346,2024-04-25,TP24-25PNI 73,Talaipalli,INR,RAMESHWAR NUT BOLTS,1.00,6375.00,,6375.00,7522.50,,7523.00
1347,2024-04-25,TP24-25PNI 74,Talaipalli,INR,RAMESHWAR NUT BOLTS,3.00,36447.00,,36447.00,41040.96,,41041.00
1348,2024-04-25,TP24-25PNI 80,Talaipalli,INR,ABHISHEK ALUMINIUM (BARTAN GODAAM),2.00,7400.00,,7400.00,7400.00,,7400.00
1349,2024-04-25,TP24-25PNI 97,Talaipalli,INR,RAMESHWAR NUT BOLTS,2.00,16210.00,,16210.00,18925.00,,18925.00
1350,2024-04-25,TP24-25PV- 46,Talaipalli,INR,SRI BALAJI ANAND CHEMICALS,1.00,280000.00,,,308000.00,,308000.00
1351,2024-04-26,AN24-25PMR 88,Ananta OCP,INR,ADARSHA ENGINEERING WORKS,11.00,154000.00,,154000.00,181720.00,,181720.00
1352,2024-04-26,AN24-25PMR 90,Ananta OCP,INR,DEVSHI EARTHMOVERS PVT LTD-HYDERABAD,12.00,34920.00,,34920.00,44697.60,,44993.00
1353,2024-04-26,AN24-25PMR 91,Ananta OCP,INR,DOZER WORLD PVT LTD-DELHI,109.00,73000.00,,73000.00,86140.00,,86140.00
1354,2024-04-26,AN24-25PMR 92,Ananta OCP,INR,DOZER WORLD PVT LTD-DELHI,570.00,166680.00,,166680.00,196682.40,,196682.00
1355,2024-04-26,AN24-25PMR 95,Ananta OCP,INR,INNOVATIVE INFRA & MINING SOLUTIONS LIMITED-ODISHA,1.00,384792.00,,384792.00,492533.76,,492534.00
1356,2024-04-26,AN24-25PMR 115,Ananta OCP,INR,GUPTA BROTHERS,30.00,28853.08,,28853.08,35713.82,,35714.00
1357,2024-04-26,AN24-25PMR 137,Ananta OCP,INR,NAYARA ENERGY LIMITED,40000.00,3310659.20,,3310659.20,3310659.20,2249.34,3308410.00
1358,2024-04-26,AN24-25PMR 148,Ananta OCP,INR,BUSINESS CENTRE,139.00,31640.00,,31640.00,37335.20,,37335.00
1359,2024-04-26,AN24-25PMR 150,Ananta OCP,INR,C.G.HYDRAULICS,49.00,37410.00,,37410.00,44143.80,,44144.00
1360,2024-04-26,AN24-25PMR 163,Ananta OCP,INR,J.K.TRADERS & CO,8.00,8726.00,,8726.00,10296.68,,10297.00
1361,2024-04-26,AN24-25PNI 43,Ananta OCP,INR,BUSINESS CENTRE,65.00,42250.00,,42250.00,49855.00,,49855.00
1362,2024-04-26,AN24-25PNI 44,Ananta OCP,INR,BUSINESS CENTRE,1.00,17650.00,,17650.00,20827.00,,20827.00
1363,2024-04-26,AN24-25PNI 45,Ananta OCP,INR,BUSINESS CENTRE,1.00,23700.00,,23700.00,27966.00,,27966.00
1364,2024-04-26,AN24-25PNI 46,Ananta OCP,INR,MAA SABITRI ENTERPRISER,1.00,6840.00,,6840.00,6840.00,,6840.00
1365,2024-04-26,AN24-25PV- 38,Ananta OCP,INR,SRI BALAJI ANAND CHEMICALS,1.00,300000.00,,,330000.00,,330000.00
1366,2024-04-26,CM24-25PMR 96,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,29000.00,2594688.87,,2594688.87,2594688.87,2216.17,2592473.00
1367,2024-04-26,CM24-25PMR 97,Consortium-Magadh,INR,INDIAN OIL CORPORATION LIMITED,29000.00,2594688.87,,2594688.87,2594688.87,2216.17,2592473.00
1368,2024-04-26,CM24-25PMR 104,Consortium-Magadh,INR,REVETHI DEALERS PRIVATE LIMITED - JHARKHAND,2.00,11703.32,1170.33,10532.99,12428.93,,12429.00
1369,2024-04-26,CM24-25PMR 105,Consortium-Magadh,INR,RAJDEEP ELECTRIC & HARDWARE STORE,29.00,12779.00,2444.75,10334.25,12194.49,,12194.00
1370,2024-04-26,CM24-25PMR 106,Consortium-Magadh,INR,HANUMAN JI TRADERS - JHARKHAND,2.00,93000.00,,93000.00,109740.00,,109740.00
1371,2024-04-26,CM24-25PMR 107,Consortium-Magadh,INR,HANUMAN JI TRADERS - JHARKHAND,60.00,16800.00,,16800.00,19824.00,,19824.00
1372,2024-04-26,CM24-25PMR 108,Consortium-Magadh,INR,HANUMAN JI TRADERS - JHARKHAND,674.00,89140.00,,89140.00,104223.20,,104223.00
